#info;12:49:50.804;44449.53461578704;sensor;22;Tilt Detector;accuracy;3
22;12:07:01.226;44449.504875300925;1.000
22;12:07:02.189;44449.50488644676;1.000
22;12:07:04.230;44449.504910069445;1.000
22;12:07:08.211;44449.50495614583;1.000
22;12:07:12.226;44449.50500261574;1.000
22;12:07:14.210;44449.50502557871;1.000
22;12:08:02.143;44449.5055803588;1.000
22;12:09:05.972;44449.506319120366;1.000
22;12:14:27.428;44449.51003967592;1.000
22;12:23:59.600;44449.51666203704;1.000
22;12:25:55.435;44449.51800271991;1.000
22;12:28:41.893;44449.51992931713;1.000
22;12:28:42.910;44449.51994108796;1.000
22;12:28:43.945;44449.51995306713;1.000
22;12:28:44.906;44449.519964189814;1.000
22;12:28:46.888;44449.51998712963;1.000
22;12:28:47.908;44449.51999893518;1.000
22;12:29:10.991;44449.52026609954;1.000
22;12:29:11.963;44449.52027734954;1.000
22;12:29:53.929;44449.52076306713;1.000
22;12:32:27.319;44449.522538414356;1.000
22;12:33:03.274;44449.52295456019;1.000
22;12:35:48.744;44449.52486972223;1.000
22;12:35:49.698;44449.524880763885;1.000
22;12:36:13.696;44449.52515851852;1.000
22;12:36:15.681;44449.52518149305;1.000
22;12:36:19.662;44449.525227569444;1.000
22;12:36:23.681;44449.52527408565;1.000
22;12:36:24.694;44449.52528581019;1.000
22;12:39:15.076;44449.52725782407;1.000
22;12:39:16.028;44449.52726884259;1.000
22;12:39:42.019;44449.52756966435;1.000
22;12:42:31.031;44449.52952582176;1.000
22;12:42:39.995;44449.529629571756;1.000
22;12:42:41.030;44449.52964155092;1.000
22;12:42:41.994;44449.529652708334;1.000
22;12:42:43.978;44449.52967567129;1.000
22;12:43:13.986;44449.53002298611;1.000
22;12:43:27.931;44449.530184386575;1.000
22;12:45:58.782;44449.53193034722;1.000
22;12:45:59.797;44449.53194209491;1.000
22;12:46:00.814;44449.53195386574;1.000
22;12:46:11.772;44449.532080694444;1.000
22;12:46:12.790;44449.53209247685;1.000
22;12:46:17.773;44449.532150150466;1.000
22;12:46:18.810;44449.53216215278;1.000
22;12:46:20.737;44449.532184456024;1.000
22;12:46:21.752;44449.532196203705;1.000
22;12:46:23.739;44449.532219201385;1.000
22;12:46:29.760;44449.53228888889;1.000
22;12:46:32.754;44449.532323541665;1.000
22;12:46:34.736;44449.53234648149;1.000
22;12:46:37.739;44449.53238123843;1.000
22;12:49:50.804;44449.53461578704;1.000
22;12:49:57.764;44449.53469634259;1.000
22;12:50:00.733;44449.534730706015;1.000
22;12:50:01.745;44449.53474241898;1.000
22;12:50:03.730;44449.53476539352;1.000
22;12:50:27.665;44449.53504241898;1.000
22;12:50:29.698;44449.53506594907;1.000
22;12:50:31.682;44449.53508891204;1.000
22;12:53:11.832;44449.536942499995;1.000
